q1_0,q1_1,q1_2,q1_3,q1_4,q1_5,q1_6,q1_7,q1_8,q1_9,q2,q3,q4,q5,q6,q7_0,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q7_7,q7_8,q7_9,q7_10,q7_11,q7_12,q7_13,q7_14,q8,q9,q10,q11_0,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q11_7,q12,q13,q14,q15,q16,q17_0_0,q17_0_1,q17_0_2,q17_0_3,q17_0_4,q17_0_5,q17_0_6,q17_1_0,q17_1_1,q17_1_2,q17_1_3,q17_1_4,q17_1_5,q17_1_6,q17_2_0,q17_2_1,q17_2_2,q17_2_3,q17_2_4,q17_2_5,q17_2_6,q17_3_0,q17_3_1,q17_3_2,q17_3_3,q17_3_4,q17_3_5,q17_3_6,q17_4_0,q17_4_1,q17_4_2,q17_4_3,q17_4_4,q17_4_5,q17_4_6,q17_5_0,q17_5_1,q17_5_2,q17_5_3,q17_5_4,q17_5_5,q17_5_6,q17_6_0,q17_6_1,q17_6_2,q17_6_3,q17_6_4,q17_6_5,q17_6_6,q17_7_0,q17_7_1,q17_7_2,q17_7_3,q17_7_4,q17_7_5,q17_7_6,year,gender,age,income,cosize,tenure,weight
0,10,5,7,4,0,1,5,5,5,1,3,,,,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,10,8,,,,,,,,,,1,4,,,,2,7,2,4,5,6,3,2,4,2,3,6,3,7,4,2,6,5,2,4,2,2,6,7,4,1,5,4,5,3,4,6,3,1,2,5,3,1,7,4,4,1,1,2,5,7,5,4,2,6,2,1,4,7,7,7,4,2,4,7,5,3,0.5101
1,6,4,6,1,10,4,6,1,1,2,4,,,,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,4,,,2,,,1,,,,,4,,,,,5,4,1,4,6,6,7,4,4,2,6,3,3,1,4,2,4,6,5,4,6,7,3,6,4,6,2,7,4,3,6,6,1,4,5,1,1,1,4,4,5,7,4,3,4,2,6,1,2,1,4,3,4,5,4,4,4,2,2,7,5,3,0.63179
0,7,6,4,0,8,4,7,5,10,3,4,,,,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,3,,,4,,,,,3,2,1,1,6,,,,4,1,6,7,4,4,1,3,2,5,4,5,3,2,2,4,3,4,1,3,7,6,3,1,7,2,7,4,4,5,4,1,3,7,6,1,7,5,1,3,2,4,2,7,2,1,4,7,7,2,3,1,3,2,7,5,4,2,5,3,3,4,1.22866
4,0,0,7,10,0,1,1,3,10,4,,,,,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,3,,,,,,,,,,,2,4,,,,7,2,3,2,1,2,5,7,6,5,4,1,1,6,6,6,7,6,1,4,1,6,7,2,2,4,2,3,1,5,4,7,6,4,3,3,6,4,4,4,1,5,6,4,1,1,3,5,3,1,7,1,1,4,2,1,4,2,2,1,4,4,1.46697
4,0,4,9,1,4,0,0,10,8,5,,,,,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,9,9,2,,,,,,,,,1,7,,,,1,1,5,6,5,4,1,7,7,5,7,3,6,7,1,6,1,3,6,7,5,7,4,6,6,5,3,2,5,2,2,2,3,4,1,6,4,5,2,3,7,3,2,4,2,2,4,7,1,1,6,3,2,2,6,5,4,1,2,5,6,3,1.310059
0,5,4,4,3,0,4,5,3,4,3,2,1,,,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,,,,,2,,,1,,3,1,2,3,1,7,6,5,7,2,5,7,5,6,5,5,7,4,5,4,4,3,2,7,1,6,6,7,5,3,3,3,4,3,1,1,6,1,1,3,3,7,3,3,6,7,4,6,3,5,2,6,3,6,5,7,1,2,7,6,4,3,4,1,4,6,1,4,1.10025
9,1,9,1,1,6,3,6,5,9,4,,,,,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,10,11,,,,,,,,,,4,,,,,7,4,1,1,7,3,6,7,1,2,7,7,4,6,1,5,2,3,6,4,1,5,2,3,5,7,4,6,1,1,3,4,7,7,2,1,3,7,3,7,5,1,1,6,4,2,3,2,7,6,5,2,6,2,5,4,4,1,4,5,3,4,1.118885
0,3,2,5,3,7,0,10,5,5,6,,,,,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,10,8,,,,,,,,,,4,,,,,7,3,5,7,6,6,2,2,1,3,6,3,1,5,7,1,2,5,7,3,4,3,4,5,2,7,6,4,7,7,1,3,3,5,5,4,7,4,7,5,6,3,7,4,3,4,7,4,3,1,2,3,2,4,2,5,4,2,1,2,1,2,0.79064
3,10,1,1,8,0,1,4,5,8,7,,,,,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,9,1,1,,3,4,2,,1,,,2,6,,,,1,7,1,7,6,2,6,6,1,1,5,7,7,2,6,1,7,2,5,3,1,4,3,5,1,3,1,7,1,1,7,7,3,4,7,4,2,1,2,7,7,4,5,2,7,5,1,4,3,3,3,6,5,5,5,7,4,2,3,3,1,2,1.164577
2,5,0,2,6,2,1,5,2,2,2,1,3,2,,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,5,,,,,,1,,,,,1,7,,,,2,1,3,7,6,4,3,3,1,4,4,4,2,2,5,3,6,5,1,2,3,1,3,6,4,1,7,3,6,6,5,2,3,3,3,7,6,6,7,1,2,7,7,2,5,1,3,4,6,4,7,6,4,7,7,3,4,2,1,4,3,1,0.879506
10,6,4,1,4,6,1,4,1,2,6,,,,,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,5,,,,,,,,,,,2,5,,,,3,1,3,3,5,5,5,4,6,7,6,2,3,4,6,6,3,7,6,3,6,5,2,2,1,2,7,3,2,7,2,1,7,7,4,1,7,5,1,6,5,5,3,2,7,6,5,5,4,6,5,1,5,6,3,3,4,1,5,7,3,2,1.027991
1,9,0,5,7,7,0,2,9,10,6,,,,,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,5,,,,,,,,,,,1,1,3,2,,7,2,6,5,6,7,4,5,5,3,3,2,6,2,1,3,2,2,4,1,5,6,3,6,1,5,4,3,3,7,5,7,1,1,1,6,2,4,7,5,3,7,6,6,4,1,7,2,2,5,3,5,7,6,1,4,4,2,4,7,6,2,1.357311
4,6,7,5,3,9,8,0,6,2,5,,,,,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,,,5,2,,,4,,1,3,1,7,,,,1,7,5,6,1,1,3,2,1,6,3,5,6,4,5,1,6,1,1,2,2,7,2,5,4,1,7,5,7,4,1,2,7,3,1,3,3,4,5,1,1,2,2,6,6,6,5,4,5,6,1,3,6,2,3,6,4,2,3,4,3,4,1.266365
5,2,5,6,6,6,8,9,7,6,3,5,,,,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,,,3,,,,,2,,1,3,,,,,7,6,7,6,7,6,6,2,5,5,7,4,1,4,7,6,2,3,1,5,7,5,6,6,7,1,5,3,4,2,1,4,1,4,6,5,4,7,3,2,7,2,2,3,4,1,5,4,4,3,7,2,4,7,4,3,4,2,3,7,5,3,1.384913
8,6,5,2,7,7,9,6,6,5,7,,,,,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,4,,,1,,3,,,,,2,3,,,,,6,2,6,3,1,4,6,7,3,5,5,6,2,3,2,5,6,6,4,1,6,4,2,7,3,2,7,3,1,2,1,1,1,2,6,6,3,5,5,6,4,3,3,5,6,6,2,7,2,6,5,4,4,5,1,2,4,1,2,4,6,2,1.022285
9,1,7,2,0,5,1,7,9,10,3,4,,,,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,7,9,1,,4,3,1,,,,2,3,,,,,5,1,1,7,3,5,5,3,6,4,3,4,5,1,6,1,2,2,3,5,5,1,3,4,7,7,5,5,1,4,6,1,2,7,6,3,4,3,2,7,2,7,6,2,1,5,7,6,4,7,6,3,3,5,2,1,4,1,1,4,5,3,1.27683
8,2,9,4,5,7,9,7,7,1,2,1,2,1,9,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,9,9,2,,,,,,,,,2,3,2,2,,6,6,5,1,5,2,1,7,5,7,6,5,6,3,6,2,4,4,1,1,5,1,3,1,2,2,6,1,5,2,7,5,2,3,3,6,3,3,3,1,1,5,7,7,1,3,1,7,6,2,2,5,7,5,2,2,4,1,5,1,1,1,1.146488
4,10,3,3,4,7,5,8,3,3,6,,,,,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,2,,,,,,,,,,,1,7,,,,7,5,3,4,5,1,4,1,7,5,2,1,3,1,6,3,4,4,2,2,4,3,3,6,4,2,2,2,7,1,2,2,1,6,3,7,1,1,6,4,4,7,3,1,2,2,5,1,2,1,2,4,6,5,3,1,4,2,3,2,4,1,1.040628
5,2,9,6,1,0,7,9,4,2,7,,,,,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,10,1,1,,,,,,,,,2,5,,,,1,7,4,1,7,1,5,7,1,2,7,6,3,3,7,7,6,3,6,6,7,6,1,2,1,6,3,7,5,2,4,3,4,5,2,4,2,4,2,4,4,3,2,1,5,7,3,4,1,6,3,3,6,3,5,6,4,2,3,4,6,2,0.68175
5,2,1,0,6,1,4,1,10,1,1,3,,,,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,3,,,,,2,1,,,,3,2,2,1,,,2,4,6,2,2,3,3,7,3,2,1,6,6,3,1,3,6,5,6,2,6,2,1,1,2,2,3,4,6,2,7,1,6,4,3,4,1,6,2,3,4,2,4,4,4,5,7,1,7,1,6,3,2,5,6,7,4,1,2,7,2,4,0.51385
0,8,4,8,8,0,3,8,10,6,7,,,,,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,4,,,,,,,,1,,2,2,3,3,1,0,7,3,5,5,2,1,7,3,7,2,1,1,3,4,5,1,7,5,6,7,4,4,6,6,3,5,1,1,2,7,4,2,1,3,5,1,7,1,2,2,6,7,3,1,5,1,5,7,3,3,1,4,6,2,4,5,4,1,1,6,3,1,0.724888
9,5,5,8,0,10,5,10,4,6,4,,,,,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,9,15,1,4,,,1,2,,,3,1,7,,,,7,5,3,3,2,5,1,7,2,1,3,5,7,2,2,4,3,7,6,5,6,3,7,4,7,2,1,1,6,5,4,4,4,5,1,3,6,1,2,7,6,5,4,3,4,6,2,5,5,4,6,6,6,5,1,5,4,2,5,7,3,2,1.157044
8,4,2,7,0,2,1,5,7,6,7,,,,,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,,,,,,,,,,,3,,,,,7,1,3,3,4,3,3,4,5,6,6,4,2,3,5,2,4,3,4,2,1,5,1,2,1,4,1,6,3,6,2,4,1,1,3,7,7,5,1,5,5,1,7,6,3,7,6,6,3,6,4,7,7,7,7,3,4,2,4,2,4,1,1.493156
3,8,2,0,5,2,7,7,1,0,6,,,,,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,2,2,1,,,3,4,5,2,5,2,4,1,6,5,4,6,6,2,1,3,6,2,1,5,5,7,7,2,2,1,4,6,5,1,7,5,5,7,6,5,7,3,7,3,3,1,4,4,6,7,1,5,6,2,6,7,4,1,6,1,4,2,3,7,6,1,1.438778
0,9,4,2,8,8,1,3,3,0,6,,,,,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,,,,4,1,,,3,,2,3,,,,,6,2,2,7,1,5,7,6,6,4,4,2,1,5,7,2,1,3,7,1,1,6,7,2,2,5,5,6,7,3,4,3,7,6,4,1,1,3,6,5,2,3,1,3,4,2,7,2,5,1,7,4,2,3,2,7,4,2,4,3,5,2,0.879593
7,4,2,9,8,2,4,0,5,6,3,5,,,,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,7,8,,,,,,,,,,2,4,,,,6,3,2,1,4,3,5,5,3,7,2,3,7,1,5,2,5,6,4,1,7,7,3,7,1,2,5,4,2,4,2,7,6,1,3,7,6,5,2,3,3,5,1,2,1,5,3,5,2,4,2,6,7,4,7,2,4,1,4,2,1,1,1.166907
3,7,10,3,5,7,4,7,7,5,7,,,,,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,4,,,,2,,3,1,,,,1,7,,,,2,7,7,6,3,3,6,2,7,2,1,3,6,1,5,3,2,4,3,4,5,2,1,2,6,6,2,3,3,2,1,6,6,7,2,5,5,6,1,3,5,7,4,1,2,2,5,5,3,6,5,5,2,1,4,7,4,2,5,1,4,3,1.399594
5,0,2,8,5,1,4,6,10,2,5,,,,,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,5,,,,,,,,,,,2,6,,,,1,6,5,4,1,2,3,3,4,5,7,3,7,7,7,1,4,4,3,6,2,1,5,6,6,7,4,3,5,1,6,4,7,6,1,1,4,7,6,1,4,5,7,7,5,6,5,3,6,7,7,4,4,1,5,2,4,2,1,7,6,4,0.720328
1,4,8,2,10,3,6,6,1,9,1,4,,,,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,10,15,1,,,,,,,,,3,,,,,5,2,2,3,1,7,4,6,2,7,5,4,7,3,5,1,2,1,3,1,6,1,3,7,2,3,4,4,7,6,5,5,1,2,6,1,1,7,5,4,6,2,4,5,5,5,2,7,6,5,3,4,1,7,1,4,4,2,1,2,1,1,0.917205
8,0,10,9,0,2,0,6,1,7,3,1,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,6,7,,,,,,,,,,3,,,,,5,6,1,6,7,4,6,2,4,2,5,4,5,3,5,2,3,7,1,2,4,3,4,1,1,4,6,1,2,5,7,5,4,2,6,6,5,2,2,5,5,2,1,6,7,4,5,3,6,5,7,6,2,4,6,1,4,1,5,5,4,4,0.912807
10,5,0,5,9,10,2,6,4,1,7,,,,,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,9,13,1,,,,,,,,,1,5,,,,5,5,3,4,1,7,1,2,7,6,3,7,1,7,6,2,6,7,2,1,6,7,6,6,4,4,4,3,2,4,4,6,6,2,2,2,4,4,3,3,1,3,5,4,5,5,4,2,4,3,7,2,6,1,1,1,4,1,1,5,4,1,1.387267
1,9,0,1,5,0,5,8,3,7,5,,,,,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,6,8,,,,,,,,,,3,,,,,5,1,4,2,4,2,7,3,1,2,6,7,7,6,5,2,1,6,3,6,6,5,1,1,5,1,2,5,4,7,7,4,6,2,6,5,2,2,6,6,2,7,2,3,5,7,1,3,5,3,3,2,2,5,5,2,4,2,4,4,1,3,0.981355
9,0,10,4,8,0,7,8,6,10,5,,,,,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,4,,,2,,,,1,,4,3,2,4,,,,4,3,5,7,5,2,1,1,3,2,7,5,7,3,5,3,5,3,1,4,1,5,5,3,3,5,3,7,5,7,1,1,3,6,3,6,1,3,3,3,1,1,4,7,3,2,7,2,7,5,4,2,3,3,5,3,4,1,2,6,6,2,1.160169
2,1,10,7,7,10,4,1,1,7,6,,,,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,6,9,2,,,,,,,,,4,,,,,1,7,2,2,6,3,2,1,6,1,4,1,5,3,4,3,6,3,4,7,2,4,6,7,2,4,2,4,1,5,1,1,4,5,6,4,2,7,2,1,2,5,1,3,1,2,7,5,6,7,5,2,3,7,2,5,4,2,3,4,1,2,1.276214
7,8,2,10,2,4,4,4,10,1,7,,,,,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,2,,,4,,,3,,,2,1,2,2,2,1,2,1,2,6,2,4,3,5,6,2,4,4,2,2,1,6,4,7,4,4,3,7,6,4,4,7,4,7,7,1,1,3,7,2,7,7,5,7,2,3,7,2,7,3,6,1,2,5,2,6,5,2,4,6,3,1,6,4,1,3,3,2,2,0.894762
8,10,0,3,8,5,4,7,2,7,4,,,,,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,7,7,,,,5,2,,3,1,4,4,,,,,6,1,7,7,7,6,7,5,5,1,3,6,6,7,4,1,7,3,2,2,7,6,1,3,7,3,4,5,7,4,4,6,7,3,2,6,6,3,7,5,6,3,6,2,6,5,4,4,6,3,5,3,5,6,3,6,4,2,3,1,4,1,1.210149
1,4,9,10,1,0,8,0,7,9,3,4,,,,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,4,,,,,,,,,,,2,6,,,,5,7,6,6,2,1,6,5,6,2,5,3,1,2,7,5,6,1,7,2,3,6,2,2,4,1,3,1,6,2,3,3,5,5,2,5,1,6,3,3,2,3,6,3,1,3,7,6,1,2,2,6,7,1,5,1,4,2,1,5,2,2,0.710323
9,8,8,3,6,1,10,6,6,5,6,,,,,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,3,,,,,,,,,,,4,,,,,7,2,1,7,2,6,2,3,2,2,1,1,6,2,6,5,1,7,3,4,1,7,7,2,1,5,1,2,7,3,1,3,2,7,6,6,1,1,2,7,4,4,1,3,2,4,3,1,5,5,3,6,3,4,5,7,4,2,3,6,5,1,0.818109
7,2,4,9,3,4,10,8,9,3,4,,,,,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,10,4,,,,,,,,,,4,,,,,2,1,7,3,5,2,2,5,1,6,2,6,3,2,7,4,7,6,3,1,4,6,5,5,5,2,3,6,5,1,2,6,3,7,3,6,4,2,2,1,5,3,1,4,2,4,3,5,7,1,2,5,1,6,7,6,4,1,5,5,2,3,0.737376
6,9,8,1,2,8,1,5,5,1,3,4,,,,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,3,,,,,,,,,,,2,1,2,2,,3,3,3,2,6,3,6,2,6,1,4,3,1,3,6,4,1,4,5,4,3,3,3,6,3,4,5,3,5,5,7,3,5,3,3,1,2,3,6,1,4,5,7,1,4,6,5,1,7,1,7,1,7,1,6,7,4,1,5,2,5,3,0.749739
10,4,1,3,1,1,0,4,2,10,5,,,,,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,,,,,,,,,,,2,5,,,,6,3,5,6,1,3,6,2,6,1,7,2,4,3,1,2,2,3,2,4,5,2,7,7,2,3,7,7,7,7,5,5,5,3,2,4,4,5,2,4,7,1,2,2,7,1,4,3,6,4,6,3,6,2,5,6,4,1,3,2,2,3,0.801211
2,10,4,6,3,5,5,2,3,3,1,2,3,1,6,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,9,9,1,,,,,,,,,4,,,,,6,4,1,1,6,3,4,6,2,6,2,5,1,2,5,5,6,2,7,5,3,7,3,7,1,5,2,7,1,4,6,2,4,5,3,3,4,4,4,2,6,6,3,2,1,4,1,4,2,6,3,3,1,6,1,4,4,1,2,7,3,4,1.307438
4,6,1,6,0,0,0,2,5,2,6,,,,,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,9,5,1,,,,3,2,1,4,,4,,,,,2,4,4,5,6,3,6,7,6,6,6,2,1,7,6,7,4,1,5,5,5,4,5,1,6,1,7,5,5,1,6,4,1,6,2,1,1,1,6,5,2,2,3,7,7,5,5,5,6,1,2,3,7,5,4,6,4,2,3,4,1,3,0.707878
5,9,8,9,8,7,8,2,6,6,5,,,,,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,3,,,,1,,,,2,,,4,,,,,1,1,5,1,7,1,7,1,3,1,4,5,6,7,5,5,6,7,1,7,2,1,1,7,6,5,7,7,3,4,2,2,2,3,4,1,4,1,1,6,3,2,2,6,2,3,5,1,4,4,5,4,2,4,1,1,4,2,5,1,4,2,1.434634
8,4,9,9,9,1,5,7,5,2,7,,,,,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,6,5,2,2,,3,,4,1,,5,1,1,3,1,0,4,5,5,4,7,3,5,3,3,7,2,5,3,3,3,7,3,4,5,3,6,3,1,3,3,5,2,3,5,7,5,4,6,4,2,5,6,7,5,4,2,2,6,5,5,2,7,3,5,4,6,4,5,3,6,5,4,2,2,2,1,1,1.028121
1,5,8,4,10,7,10,4,2,5,5,,,,,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,4,,,,1,,4,2,,,3,2,5,,,,2,7,1,3,7,5,2,2,2,5,1,1,3,1,6,6,2,4,3,3,4,6,2,3,3,4,1,4,5,3,7,7,1,5,3,3,3,2,5,6,6,1,6,7,2,2,1,1,7,4,5,5,6,7,6,7,4,1,2,2,4,3,1.249196
3,5,0,10,3,9,7,4,10,2,1,4,,,,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,10,6,,,2,,3,,1,5,4,3,,,,,1,6,3,1,5,2,5,7,4,3,1,6,4,3,3,4,1,1,4,2,5,7,3,5,6,2,2,6,3,1,5,4,2,1,4,2,2,1,5,3,5,1,3,6,2,2,2,6,5,5,1,7,6,5,7,2,4,1,1,7,4,2,1.420665
1,0,3,6,4,0,5,2,10,5,7,,,,,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,6,14,1,,,,,,,,,1,2,2,2,,5,5,6,4,7,5,2,4,7,6,5,6,4,3,6,6,3,3,5,5,5,4,4,1,6,5,3,3,2,5,5,1,1,7,4,6,4,6,5,3,3,3,4,1,1,5,5,2,4,2,2,7,5,4,5,4,4,2,5,6,1,4,0.561487
4,2,9,1,6,7,9,7,9,5,2,4,,,,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,,,,,,,,,,,3,,,,,5,7,6,3,7,4,2,2,7,2,3,2,3,7,4,1,1,7,6,2,1,4,7,1,1,3,4,7,7,2,2,4,6,4,2,2,4,3,3,3,3,3,3,7,6,5,6,6,7,5,7,4,1,1,5,1,4,1,1,3,2,2,1.200267
6,5,7,9,2,4,2,1,1,9,5,,,,,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,7,7,,,,,,,,,,2,2,2,1,3,4,4,7,5,7,2,3,6,2,2,3,4,1,3,3,2,4,4,7,2,4,7,6,2,7,5,5,7,5,2,3,1,4,1,1,7,7,1,2,5,5,3,3,4,4,2,1,7,1,3,7,5,4,2,2,7,4,2,5,1,5,4,0.872881
5,0,8,7,6,2,8,2,3,0,2,5,,,,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,,,,4,3,,2,,,1,2,3,2,2,,7,7,4,4,6,4,3,1,2,6,2,1,4,7,4,6,2,7,7,6,2,7,1,7,2,3,7,2,4,2,3,2,4,6,5,4,6,1,1,5,5,1,3,3,3,2,1,5,3,4,3,6,3,4,5,6,4,2,5,5,3,1,0.577029
7,8,8,9,10,1,1,9,7,0,2,1,3,2,,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,4,,,,,,,,,1,,1,2,2,2,,5,7,1,5,4,2,1,2,1,7,5,5,5,2,1,7,7,7,1,3,2,5,1,2,3,6,7,5,7,7,7,4,7,2,2,5,1,5,7,6,6,3,4,4,4,7,4,2,4,4,7,3,6,3,7,5,4,1,4,6,2,1,1.333539
2,6,0,3,9,5,4,9,6,5,3,5,,,,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,2,,,2,,,1,,,3,,3,,,,,4,5,6,2,1,5,4,4,4,3,1,4,6,3,6,3,5,6,3,3,2,2,6,7,1,6,2,7,7,3,4,6,5,1,6,1,7,4,5,6,3,6,2,7,2,7,6,4,2,1,2,5,4,1,2,3,4,1,1,4,6,4,0.931932
2,0,9,3,7,8,0,6,8,7,5,,,,,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,9,1,2,,,,,,,,,2,7,,,,4,5,3,4,1,3,4,2,1,3,6,1,4,6,1,6,3,7,6,7,7,6,5,3,7,5,4,4,4,5,5,1,3,6,2,2,7,1,3,1,2,7,6,1,1,5,7,4,5,7,3,7,4,1,6,1,4,1,5,1,2,1,0.603659
2,8,4,4,10,5,4,9,7,2,2,5,,,,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,4,,,4,3,,,1,,,2,1,5,,,,3,6,7,3,1,5,5,1,4,4,4,3,3,5,5,3,5,6,7,7,2,6,5,6,5,4,4,7,2,6,6,3,2,3,2,3,3,4,6,3,6,3,5,6,7,1,3,4,3,1,5,1,7,6,7,6,4,2,5,7,1,2,0.766265
1,1,3,10,0,9,6,2,8,4,3,1,2,1,4,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,5,,,,,1,,,,,,1,6,,,,5,2,1,7,2,3,6,2,7,4,3,5,2,3,6,6,2,1,2,5,1,3,1,6,4,3,4,4,6,4,6,7,4,1,6,3,4,3,1,4,6,1,3,3,2,6,1,3,7,2,7,3,2,2,3,5,4,2,3,6,4,3,0.944827
7,7,2,8,0,10,1,0,5,5,3,1,1,,,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,8,6,,,,,,,,,,3,,,,,7,3,7,4,5,7,3,5,4,6,6,3,2,7,5,5,3,5,4,6,3,1,1,3,1,2,4,7,7,7,2,4,7,6,3,4,1,3,6,4,2,6,2,4,5,1,1,5,1,4,1,6,5,2,7,4,4,2,1,6,4,3,0.528782
0,6,2,4,7,3,1,3,1,9,2,1,2,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,4,,,,,,,,,,,4,,,,,4,5,5,6,5,4,6,2,2,1,3,2,5,3,4,1,5,2,2,1,1,5,7,7,2,2,4,3,1,3,7,7,2,2,5,5,2,7,4,4,4,1,7,1,2,5,4,3,5,3,3,2,6,4,2,2,4,2,3,7,1,4,1.41298
6,4,2,2,0,10,9,4,2,0,7,,,,,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,5,,,,,,,,,,,3,,,,,6,7,1,3,7,3,2,1,4,4,5,4,6,5,6,4,4,6,5,5,2,5,7,3,2,5,6,3,2,3,4,4,1,2,1,7,1,1,4,5,3,7,5,2,1,5,4,4,7,1,6,7,4,1,7,6,4,2,3,3,3,3,0.567794
1,9,5,8,9,1,4,6,10,6,4,,,,,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,8,4,,,,,,,,,,1,6,,,,1,7,5,4,4,3,1,6,7,6,3,1,4,7,4,1,2,3,5,7,6,7,1,7,5,2,7,5,7,7,6,3,6,6,1,5,2,2,2,3,2,3,3,3,7,2,7,3,3,2,6,7,3,2,5,5,4,2,3,3,4,1,1.300501
1,9,3,6,10,0,2,4,4,0,7,,,,,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,4,,,,1,4,3,,5,2,,1,4,,,,4,3,7,4,1,1,1,1,3,3,4,3,1,6,3,2,2,6,5,1,1,3,7,4,7,1,5,2,7,5,1,1,7,4,3,7,2,3,6,5,4,5,7,4,5,5,6,2,7,2,1,1,7,4,5,7,4,1,1,2,2,3,0.821193
5,2,1,6,4,1,7,2,9,0,6,,,,,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,7,9,1,,,,,,,,,1,7,,,,4,2,4,4,1,3,5,3,1,1,5,1,6,7,3,7,4,7,6,5,3,7,1,7,4,1,3,5,7,7,4,5,6,6,3,5,5,3,2,1,1,3,5,4,4,3,5,5,6,7,5,4,1,7,5,6,4,2,2,5,6,4,0.795835
4,9,6,5,8,7,6,8,1,10,4,,,,,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,2,,,,,,,,,,,3,,,,,2,6,1,2,2,6,4,7,7,4,5,3,4,3,3,4,6,2,7,2,1,5,4,1,4,3,4,4,4,6,2,2,4,6,2,1,4,3,1,5,7,6,5,3,2,5,2,2,2,3,2,1,2,5,7,5,4,2,1,4,2,3,1.104212
6,4,7,9,8,0,0,6,6,8,4,,,,,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,10,5,2,,,4,3,1,,2,,3,,,,,6,5,1,1,2,1,5,6,5,6,5,2,4,4,5,7,1,2,3,1,5,1,1,3,5,6,6,1,2,5,5,4,6,4,2,3,7,7,2,1,2,6,7,2,6,2,6,1,3,1,4,3,1,2,1,2,4,2,5,7,6,4,1.256462
